elapsed_ms,temp_c,humidity_pct,pressure_hpa,gas_ohm
105782,26.085,46.025,1007.59,338512
107151,26.08,46.484,1007.61,318308
108520,26.077,47.306,1007.61,301176
109889,26.072,47.743,1007.61,303857
111258,26.067,47.883,1007.6,306586
112627,26.061,48.047,1007.59,306311
113996,26.056,48.372,1007.6,302511
115365,26.052,48.703,1007.61,293157
116734,26.047,48.933,1007.6,259306
118103,26.041,49.303,1007.6,235024
119472,26.033,49.655,1007.61,241338
120841,26.027,49.989,1007.61,248724
122210,26.02,50.291,1007.61,254663
123579,26.013,50.587,1007.62,263306
124948,26.006,50.805,1007.62,264941
126317,25.999,51.031,1007.62,237146
127686,25.987,51.34,1007.62,178646
129055,25.974,51.559,1007.62,149401
130424,25.961,51.726,1007.63,135306
131793,25.948,51.926,1007.63,126295
133162,25.934,52.276,1007.64,121011
134531,25.92,52.613,1007.64,122752
135900,25.906,52.964,1007.64,128385
137269,25.892,53.322,1007.64,129162
138638,25.878,53.766,1007.63,126201
140007,25.865,54.224,1007.64,127236
141376,25.853,54.598,1007.64,126201
142745,25.838,54.834,1007.64,136715
144114,25.823,54.812,1007.64,153707
145483,25.807,54.757,1007.64,156670
146852,25.79,54.801,1007.65,161259
148221,25.776,54.772,1007.65,161412
149590,25.763,54.843,1007.65,158268
150959,25.75,54.921,1007.64,164683
152328,25.738,54.945,1007.64,153984
153697,25.726,54.983,1007.63,151658
155066,25.714,54.955,1007.64,146578
156435,25.702,55.039,1007.64,145827
157804,25.69,55.005,1007.64,161259
159173,25.678,54.745,1007.64,176247
160542,25.667,54.599,1007.64,163892
161911,25.657,54.696,1007.64,152471
163280,25.647,54.966,1007.64,143618
164649,25.637,55.388,1007.63,137155
166018,25.627,55.751,1007.63,139168
167387,25.618,56.002,1007.63,139395
168756,25.609,56.359,1007.64,138715
170125,25.6,56.664,1007.64,140312
171494,25.592,56.863,1007.64,138266
172863,25.584,57.029,1007.64,141241
174232,25.578,57.215,1007.65,139852
175601,25.571,57.575,1007.65,141358
176970,25.563,57.768,1007.66,155812
178339,25.555,57.546,1007.66,170269
179708,25.548,57.385,1007.66,171294
181077,25.541,57.41,1007.66,171812
182446,25.533,57.302,1007.66,180345
183815,25.526,57.107,1007.66,173913
185184,25.519,57.093,1007.66,172506
186553,25.511,57.072,1007.67,178459
187922,25.504,57.017,1007.67,177716
189291,25.497,57.05,1007.67,171294
190660,25.49,57.062,1007.67,171466
192029,25.482,57.068,1007.67,169930
193398,25.475,57.113,1007.68,169256
194767,25.468,57.213,1007.68,166449
196136,25.462,57.359,1007.68,166775
197505,25.455,57.498,1007.67,160501
198874,25.449,57.611,1007.66,159006
200243,25.443,57.811,1007.67,156240
201612,25.438,57.831,1007.66,171639
202981,25.435,57.469,1007.66,201455
204350,25.434,56.607,1007.66,222463
205719,25.433,55.77,1007.66,234217
207088,25.433,55.101,1007.66,249817
208457,25.433,54.58,1007.67,263306
209826,25.432,54.165,1007.67,273650
211195,25.431,53.679,1007.68,282951
212564,25.432,53.161,1007.67,288450
213933,25.433,52.698,1007.67,294930
215302,25.432,52.313,1007.66,296725
216671,25.429,52.098,1007.66,302243
218040,25.427,51.98,1007.66,303048
219409,25.426,51.844,1007.66,307415
220778,25.426,51.772,1007.66,306862
222147,25.426,51.818,1007.67,308248
223516,25.425,51.85,1007.66,312195
224885,25.425,51.824,1007.66,313341
226254,25.426,51.746,1007.66,313054
227623,25.429,51.617,1007.67,313629
228992,25.431,51.474,1007.66,313629
230361,25.432,51.326,1007.67,315659
231730,25.433,51.241,1007.69,318903
233099,25.435,51.196,1007.69,321003
234468,25.436,51.132,1007.68,319500
235837,25.438,51.054,1007.67,320701
237206,25.441,50.99,1007.66,314206
238575,25.442,51.016,1007.65,313054
239944,25.443,51.165,1007.65,314496
241313,25.444,51.353,1007.65,314206
242682,25.447,51.509,1007.64,313054
244051,25.447,51.626,1007.64,316537
245420,25.449,51.756,1007.64,320100
246789,25.451,51.873,1007.65,320100
248158,25.453,51.971,1007.66,320701
249527,25.454,52.075,1007.65,322824
250896,25.455,52.212,1007.65,322824
252265,25.456,52.375,1007.65,322215
253634,25.458,52.557,1007.65,322519
255003,25.459,52.688,1007.65,322824
256372,25.461,52.747,1007.64,323743
257741,25.464,52.774,1007.64,324667
259110,25.466,52.708,1007.65,321911
260479,25.468,52.65,1007.65,322215
261848,25.469,52.631,1007.64,322824
263217,25.47,52.644,1007.64,320701
264586,25.472,52.677,1007.64,320701
265955,25.473,52.651,1007.63,317716
267324,25.475,52.573,1007.64,318903
268693,25.476,52.449,1007.64,319202
270062,25.477,52.364,1007.64,319500
271431,25.478,52.273,1007.64,319500
272800,25.479,52.143,1007.64,319500
274169,25.479,51.994,1007.63,320701
275538,25.478,51.838,1007.64,324667
276907,25.477,51.636,1007.64,327784
278276,25.477,51.416,1007.65,331606
279645,25.476,51.221,1007.64,330322
281014,25.476,51.092,1007.64,333876
282383,25.477,50.917,1007.64,330642
283752,25.477,50.788,1007.64,330322
285121,25.477,50.756,1007.64,331284
286490,25.477,50.769,1007.64,331606
287859,25.476,50.788,1007.64,333224
289228,25.475,50.756,1007.64,333550
290597,25.475,50.613,1007.64,333550
291966,25.475,50.639,1007.64,331284
293335,25.476,50.865,1007.64,330963
294704,25.477,51.195,1007.63,330963
296073,25.479,51.526,1007.64,331284
